tarjeta,perfil,zona_residencia_origen,activa,fecha_baja,ultima_operacion,ultima_secuencia
TC-00024821,adulto_mayor,Zona 1,true,,INSERT,22191
TC-00024822,estudiante,Zona 10,true,,UPDATE,15665
TC-00024823,trabajador,Zona 10,true,,INSERT,14037
TC-00024829,estudiante,Zona 6,true,,INSERT,1589
TC-00024833,general,Villa Nueva,true,,UPDATE,30025
TC-00024837,general,Santa Catarina Pinula,false,2026-07-01 20:12:00,DELETE,21317
TC-00024840,general,Zona 7,true,,UPDATE,19101
TC-00024841,trabajador,Zona 17,true,,INSERT,8417
TC-00024842,general,Zona 18,true,,UPDATE,9246
TC-00024850,trabajador,Zona 9,true,,UPDATE,17006
TC-00024851,trabajador,Mixco,true,,INSERT,17269
TC-00024853,trabajador,Mixco,false,2026-07-09 23:47:00,DELETE,26907
TC-00024855,trabajador,Zona 8,true,,INSERT,16078
TC-00024860,trabajador,Zona 13,true,,UPDATE,14380
TC-00024862,general,Santa Catarina Pinula,true,,UPDATE,30790
TC-00024865,estudiante,Villa Nueva,true,,UPDATE,19006
TC-00024868,trabajador,San Miguel Petapa,true,,INSERT,2770
TC-00024876,trabajador,Zona 4,true,,UPDATE,333
TC-00024880,general,San Miguel Petapa,true,,UPDATE,18917
TC-00024882,estudiante,Zona 17,true,,UPDATE,16457
TC-00024891,estudiante,Zona 12,true,,INSERT,1617
TC-00024898,estudiante,Zona 6,true,,INSERT,2905
TC-00024901,trabajador,Zona 18,true,,UPDATE,8544
TC-00024903,general,Zona 13,true,,UPDATE,3694
TC-00024907,general,Zona 9,true,,UPDATE,12088
TC-00024915,trabajador,Zona 7,true,,INSERT,22899
TC-00024922,trabajador,Zona 9,true,,UPDATE,338
TC-00024926,trabajador,Mixco,true,,INSERT,30453
TC-00024928,general,Zona 12,true,,UPDATE,27375
TC-00024932,adulto_mayor,Zona 11,true,,UPDATE,10809
TC-00024936,estudiante,Zona 9,true,,INSERT,10351
TC-00024943,trabajador,Zona 4,true,,INSERT,19403
TC-00024944,trabajador,Zona 17,true,,INSERT,25544
TC-00024948,adulto_mayor,Santa Catarina Pinula,true,,UPDATE,7389
TC-00024950,trabajador,Zona 8,true,,UPDATE,5259
TC-00024951,trabajador,Zona 11,true,,INSERT,29721
TC-00024952,adulto_mayor,Zona 7,true,,UPDATE,21896
TC-00024954,adulto_mayor,Zona 9,true,,INSERT,12561
TC-00024956,trabajador,Zona 17,true,,INSERT,18667
TC-00024962,trabajador,Zona 9,true,,INSERT,2915
TC-00024965,general,Zona 1,false,2026-06-15 11:15:00,DELETE,10270
TC-00024983,adulto_mayor,Mixco,true,,UPDATE,28844
TC-00024992,adulto_mayor,San Miguel Petapa,true,,UPDATE,13003
TC-00024993,estudiante,Zona 10,true,,INSERT,12480
TC-00024994,general,Zona 8,true,,INSERT,15303
TC-00024997,trabajador,Zona 11,true,,INSERT,22914
TC-00024998,trabajador,San Miguel Petapa,true,,INSERT,4197
TC-00025005,estudiante,Zona 6,true,,UPDATE,6474
TC-00025008,,,false,2026-07-05 18:14:00,DELETE,24141
TC-00025012,general,Santa Catarina Pinula,true,,UPDATE,30778
TC-00025018,trabajador,Zona 7,true,,INSERT,23674
TC-00025021,adulto_mayor,Santa Catarina Pinula,true,,UPDATE,27445
TC-00025022,,,false,2026-07-04 02:10:00,DELETE,23460
TC-00025031,trabajador,Zona 9,true,,INSERT,15973
TC-00025033,general,Zona 8,true,,UPDATE,5949
TC-00025037,trabajador,Zona 10,true,,INSERT,24920
TC-00025039,general,San Miguel Petapa,true,,INSERT,21490
TC-00025042,adulto_mayor,Zona 7,true,,UPDATE,16342
TC-00025048,trabajador,Zona 1,true,,INSERT,23618
TC-00025049,estudiante,Zona 13,true,,UPDATE,23923
TC-00025052,trabajador,Zona 17,true,,INSERT,9016
TC-00025053,trabajador,Mixco,true,,UPDATE,4548
TC-00025057,trabajador,Villa Nueva,true,,INSERT,15372
TC-00025059,trabajador,Villa Nueva,true,,UPDATE,25145
TC-00025060,trabajador,Zona 1,true,,UPDATE,5952
TC-00025078,trabajador,Zona 11,true,,INSERT,20895
TC-00025079,general,Zona 17,true,,INSERT,11257
TC-00025080,general,Zona 6,true,,UPDATE,5955
TC-00025081,trabajador,Zona 7,true,,INSERT,12611
TC-00025083,trabajador,Zona 10,true,,UPDATE,18953
TC-00025088,,,false,2026-07-08 01:20:00,DELETE,26133
TC-00025090,general,San Miguel Petapa,true,,INSERT,20011
TC-00025092,general,Villa Nueva,true,,UPDATE,6493
TC-00025096,estudiante,Zona 11,true,,UPDATE,18397
TC-00025100,trabajador,Zona 4,true,,INSERT,8336
TC-00025103,trabajador,Zona 18,true,,UPDATE,10860
TC-00025104,,,false,2026-06-01 11:25:00,DELETE,689
TC-00025107,general,Zona 17,true,,UPDATE,3350
TC-00025109,trabajador,Zona 12,false,2026-06-20 00:01:00,DELETE,13775
TC-00025110,estudiante,Zona 8,true,,UPDATE,19224
TC-00025111,estudiante,Zona 13,true,,UPDATE,1758
TC-00025113,trabajador,Zona 1,true,,INSERT,13964
TC-00025115,estudiante,Mixco,true,,UPDATE,4392
TC-00025120,trabajador,Villa Nueva,true,,UPDATE,25399
TC-00025121,trabajador,Zona 12,true,,UPDATE,5868
TC-00025124,trabajador,Mixco,true,,INSERT,21602
TC-00025125,trabajador,Zona 13,true,,UPDATE,15672
TC-00025127,,,false,2026-07-04 03:31:00,DELETE,23376
TC-00025128,adulto_mayor,Santa Catarina Pinula,true,,UPDATE,22508
TC-00025133,,,false,2026-07-07 13:18:00,DELETE,25460
TC-00025134,trabajador,Zona 4,true,,UPDATE,1784
TC-00025135,trabajador,Zona 7,true,,INSERT,2190
TC-00025147,trabajador,San Miguel Petapa,true,,INSERT,152
TC-00025149,trabajador,Santa Catarina Pinula,true,,INSERT,20705
TC-00025168,general,San Miguel Petapa,true,,INSERT,7634
TC-00025178,trabajador,Zona 8,true,,UPDATE,14270
TC-00025182,trabajador,Zona 1,true,,INSERT,26325
TC-00025189,trabajador,Zona 13,true,,UPDATE,433
TC-00025191,adulto_mayor,Zona 11,true,,UPDATE,17644
TC-00025194,general,Villa Nueva,true,,UPDATE,7462
TC-00025195,,,false,2026-07-05 17:26:00,DELETE,24102
TC-00025197,trabajador,Zona 12,true,,INSERT,13850
TC-00025198,estudiante,Zona 17,true,,UPDATE,3290
TC-00025200,trabajador,San Miguel Petapa,true,,UPDATE,4715
TC-00025201,general,Zona 13,true,,UPDATE,24594
TC-00025203,estudiante,Zona 7,true,,UPDATE,15753
TC-00025205,trabajador,Zona 4,true,,INSERT,24163
TC-00025207,trabajador,San Miguel Petapa,true,,UPDATE,1891
TC-00025210,trabajador,Zona 9,true,,INSERT,7829
TC-00025219,,,false,2026-06-05 19:21:00,DELETE,3406
TC-00025220,trabajador,Zona 9,true,,UPDATE,5225
TC-00025222,,,false,2026-06-30 05:59:00,DELETE,20683
TC-00025224,estudiante,Zona 8,true,,UPDATE,21168
TC-00025233,adulto_mayor,Villa Nueva,true,,UPDATE,12770
TC-00025234,trabajador,Zona 4,true,,INSERT,13947
TC-00025236,adulto_mayor,Zona 12,true,,UPDATE,10815
TC-00025238,general,Zona 6,false,2026-06-30 11:34:00,DELETE,20634
TC-00025242,trabajador,Zona 7,true,,INSERT,9134
TC-00025246,trabajador,Zona 7,true,,INSERT,20803
TC-00025248,trabajador,Santa Catarina Pinula,true,,UPDATE,6001
TC-00025250,general,Zona 12,true,,INSERT,27818
TC-00025256,general,Zona 7,true,,UPDATE,28765
TC-00025259,adulto_mayor,Zona 17,true,,UPDATE,24056
TC-00025261,general,Zona 12,true,,UPDATE,18235
TC-00025266,adulto_mayor,Villa Nueva,true,,UPDATE,11999
TC-00025270,adulto_mayor,Zona 10,true,,UPDATE,3352
TC-00025272,trabajador,Zona 13,true,,INSERT,25071
TC-00025277,trabajador,Zona 18,true,,UPDATE,22607
TC-00025278,estudiante,Zona 12,true,,UPDATE,5331
TC-00025279,estudiante,Zona 10,true,,INSERT,22123
TC-00025282,trabajador,Zona 13,true,,INSERT,27763
TC-00025303,general,Zona 8,true,,INSERT,12642
TC-00025304,estudiante,Zona 12,true,,UPDATE,20971
TC-00025307,general,Zona 13,true,,UPDATE,1863
TC-00025312,estudiante,Zona 12,true,,UPDATE,8059
TC-00025313,,,false,2026-06-29 06:39:00,DELETE,19964
TC-00025317,estudiante,Zona 4,true,,UPDATE,23166
TC-00025318,trabajador,Zona 4,true,,UPDATE,18296
TC-00025321,trabajador,Zona 9,true,,INSERT,4838
TC-00025332,trabajador,Zona 4,true,,INSERT,24932
TC-00025336,estudiante,Zona 18,true,,UPDATE,29359
TC-00025338,general,Villa Nueva,true,,INSERT,13171
TC-00025344,trabajador,Santa Catarina Pinula,true,,UPDATE,10016
TC-00025356,adulto_mayor,Zona 18,true,,UPDATE,24682
TC-00025357,adulto_mayor,Zona 12,true,,UPDATE,24021
TC-00025358,general,Zona 4,true,,INSERT,7618
TC-00025361,trabajador,Zona 13,true,,INSERT,11279
TC-00025364,general,Zona 11,true,,UPDATE,13653
TC-00025366,adulto_mayor,Zona 7,true,,UPDATE,2338
TC-00025368,general,Santa Catarina Pinula,true,,UPDATE,4011
TC-00025369,estudiante,Zona 8,true,,INSERT,7651
TC-00025370,trabajador,Zona 6,true,,INSERT,29696
TC-00025377,trabajador,Santa Catarina Pinula,true,,INSERT,25754
TC-00025379,general,Zona 10,true,,UPDATE,19881
TC-00025380,general,Zona 11,true,,INSERT,9120
TC-00025383,estudiante,Santa Catarina Pinula,true,,INSERT,20866
TC-00025385,,,false,2026-06-27 12:08:00,DELETE,18591
TC-00025392,general,Zona 4,true,,UPDATE,9905
TC-00025399,,,false,2026-06-28 03:38:00,DELETE,19234
TC-00025400,trabajador,Zona 18,true,,UPDATE,1732
TC-00025403,trabajador,Zona 9,true,,UPDATE,9944
TC-00025406,,,false,2026-06-05 03:10:00,DELETE,3436
TC-00025407,trabajador,Zona 11,true,,INSERT,18028
TC-00025409,,,false,2026-06-13 08:56:00,DELETE,8922
TC-00025418,general,Zona 13,true,,UPDATE,21137
TC-00025419,trabajador,Zona 6,true,,INSERT,27601
TC-00025423,estudiante,Mixco,true,,UPDATE,1624
TC-00025426,adulto_mayor,Zona 4,true,,UPDATE,22556
TC-00025428,general,Zona 6,true,,UPDATE,10716
TC-00025434,estudiante,Zona 17,true,,UPDATE,12037
TC-00025439,adulto_mayor,San Miguel Petapa,true,,UPDATE,3899
TC-00025440,estudiante,Zona 6,true,,UPDATE,18286
TC-00025444,adulto_mayor,Zona 8,true,,UPDATE,27169
TC-00025445,trabajador,Villa Nueva,true,,UPDATE,10229
TC-00025452,adulto_mayor,Zona 7,true,,INSERT,29814
TC-00025456,general,Zona 9,true,,UPDATE,4413
TC-00025460,trabajador,Zona 1,true,,INSERT,15384
TC-00025466,trabajador,Zona 7,true,,INSERT,29830
TC-00025471,estudiante,Villa Nueva,true,,UPDATE,28108
TC-00025472,,,false,2026-06-01 11:23:00,DELETE,685
TC-00025475,estudiante,Zona 8,true,,UPDATE,18255
TC-00025476,general,Zona 9,true,,INSERT,24888
TC-00025477,trabajador,Zona 1,true,,UPDATE,7369
TC-00025481,trabajador,Villa Nueva,true,,UPDATE,6610
TC-00025488,general,Zona 10,true,,UPDATE,16426
TC-00025491,estudiante,Zona 11,true,,INSERT,25680
TC-00025501,,,false,2026-06-27 13:06:00,DELETE,18628
TC-00025505,general,San Miguel Petapa,true,,INSERT,8340
TC-00025507,adulto_mayor,Zona 4,true,,UPDATE,26122
TC-00025511,trabajador,San Miguel Petapa,true,,UPDATE,18469
TC-00025513,trabajador,Zona 17,true,,INSERT,18135
TC-00025517,trabajador,Zona 1,true,,UPDATE,3208
TC-00025520,estudiante,Zona 11,true,,UPDATE,6605
TC-00025523,trabajador,Mixco,true,,INSERT,14031
TC-00025527,trabajador,Zona 11,true,,INSERT,23654
TC-00025528,,,false,2026-06-05 20:38:00,DELETE,3407
TC-00025530,trabajador,Zona 9,true,,UPDATE,19705
TC-00025535,adulto_mayor,Zona 8,true,,UPDATE,21138
TC-00025537,adulto_mayor,Zona 9,false,2026-07-09 20:53:00,DELETE,26881
TC-00025540,trabajador,San Miguel Petapa,true,,INSERT,10473
TC-00025541,general,Zona 17,true,,INSERT,11253
TC-00025543,estudiante,Zona 10,true,,UPDATE,20325
TC-00025546,general,Zona 10,true,,INSERT,22846
TC-00025547,estudiante,Zona 7,true,,UPDATE,392
TC-00025555,trabajador,Zona 11,true,,UPDATE,18297
TC-00025564,general,Zona 10,true,,INSERT,13977
TC-00025566,estudiante,Santa Catarina Pinula,true,,INSERT,2259
TC-00025567,adulto_mayor,Zona 9,true,,UPDATE,10097
TC-00025568,adulto_mayor,Zona 18,false,2026-06-26 22:21:00,DELETE,17884
TC-00025570,estudiante,Zona 7,true,,UPDATE,25804
TC-00025571,trabajador,Zona 1,true,,UPDATE,12278
TC-00025585,estudiante,Zona 8,true,,UPDATE,28034
TC-00025589,,,false,2026-07-12 07:35:00,DELETE,28944
TC-00025590,trabajador,San Miguel Petapa,true,,UPDATE,25414
TC-00025591,trabajador,Zona 12,true,,UPDATE,17550
TC-00025596,adulto_mayor,Zona 12,true,,UPDATE,28750
TC-00025597,general,Santa Catarina Pinula,true,,UPDATE,10117
TC-00025602,adulto_mayor,Zona 11,true,,UPDATE,3335
TC-00025604,adulto_mayor,Zona 1,true,,UPDATE,9390
TC-00025606,trabajador,Zona 17,true,,UPDATE,15453
TC-00025607,estudiante,San Miguel Petapa,true,,UPDATE,6776
TC-00025613,general,Zona 4,true,,INSERT,14693
TC-00025614,general,Zona 7,true,,UPDATE,20266
TC-00025615,trabajador,Santa Catarina Pinula,true,,INSERT,15202
TC-00025618,general,Zona 17,true,,INSERT,9061
TC-00025619,trabajador,Zona 18,true,,UPDATE,9936
TC-00025620,estudiante,Zona 9,true,,UPDATE,1887
TC-00025622,trabajador,Mixco,true,,INSERT,9747
TC-00025624,estudiante,Zona 13,true,,INSERT,3638
TC-00025625,trabajador,Zona 1,true,,UPDATE,11483
TC-00025637,adulto_mayor,Zona 6,true,,INSERT,17428
TC-00025652,trabajador,Zona 12,true,,INSERT,29056
TC-00025657,trabajador,Zona 17,true,,INSERT,19443
TC-00025659,adulto_mayor,Zona 1,true,,UPDATE,19635
TC-00025669,estudiante,Zona 8,true,,INSERT,4200
TC-00025671,general,Zona 6,true,,UPDATE,18980
TC-00025678,adulto_mayor,Zona 4,true,,INSERT,3630
TC-00025687,,,false,2026-06-28 12:20:00,DELETE,19256
TC-00025690,trabajador,San Miguel Petapa,true,,UPDATE,7943
TC-00025691,trabajador,Zona 9,true,,UPDATE,14151
TC-00025692,estudiante,Zona 9,true,,UPDATE,29991
TC-00025694,estudiante,Zona 18,true,,UPDATE,30099
TC-00025695,trabajador,Zona 7,true,,UPDATE,16385
TC-00025699,trabajador,Zona 1,true,,INSERT,16581
TC-00025700,,,false,2026-07-09 03:29:00,DELETE,26870
TC-00025704,trabajador,Zona 8,true,,INSERT,27838
TC-00025707,,,false,2026-06-21 11:10:00,DELETE,14468
TC-00025712,estudiante,San Miguel Petapa,true,,INSERT,743
TC-00025720,adulto_mayor,Mixco,true,,UPDATE,21936
TC-00025721,trabajador,Zona 9,true,,INSERT,5587
TC-00025726,trabajador,Mixco,true,,INSERT,204
TC-00025729,trabajador,Zona 4,true,,INSERT,9035
TC-00025736,,,false,2026-06-21 09:23:00,DELETE,14425
TC-00025738,trabajador,Zona 1,true,,INSERT,2937
TC-00025742,general,Mixco,true,,UPDATE,23708
TC-00025748,estudiante,Zona 9,true,,INSERT,28301
TC-00025749,estudiante,Zona 10,true,,UPDATE,20477
TC-00025750,estudiante,Zona 12,true,,INSERT,18856
TC-00025752,trabajador,San Miguel Petapa,true,,INSERT,2080
TC-00025758,adulto_mayor,Santa Catarina Pinula,true,,UPDATE,10816
TC-00025760,general,Zona 11,true,,UPDATE,22337
TC-00025761,,,false,2026-06-28 21:29:00,DELETE,19290
TC-00025767,trabajador,Villa Nueva,true,,INSERT,28506
TC-00025768,estudiante,Zona 12,true,,UPDATE,27468
TC-00025769,trabajador,Zona 9,true,,UPDATE,22367
TC-00025770,trabajador,Zona 12,true,,INSERT,27612
TC-00025771,trabajador,Villa Nueva,true,,INSERT,23556
TC-00025774,general,Villa Nueva,true,,UPDATE,16339
TC-00025780,,,false,2026-07-02 19:06:00,DELETE,22080
TC-00025784,,,false,2026-06-11 08:02:00,DELETE,7565
TC-00025785,trabajador,Zona 1,true,,UPDATE,23107
TC-00025786,general,Mixco,true,,INSERT,4907
TC-00025789,,,false,2026-07-07 11:39:00,DELETE,25499
TC-00025792,general,Zona 17,true,,UPDATE,30808
TC-00025796,adulto_mayor,San Miguel Petapa,true,,UPDATE,26070
TC-00025800,trabajador,Zona 4,true,,UPDATE,3002
TC-00025805,trabajador,Zona 10,true,,INSERT,16020
TC-00025808,trabajador,Zona 6,true,,INSERT,29208
TC-00025809,trabajador,Zona 9,true,,INSERT,17276
TC-00025815,estudiante,Zona 1,true,,INSERT,8393
TC-00025818,adulto_mayor,Zona 9,true,,UPDATE,27894
TC-00025819,,,false,2026-06-06 09:47:00,DELETE,4075
TC-00025830,estudiante,San Miguel Petapa,true,,UPDATE,29356
TC-00025833,trabajador,Zona 6,true,,UPDATE,25818
TC-00025838,trabajador,Zona 4,true,,INSERT,19342
TC-00025839,general,Zona 4,true,,INSERT,9163
TC-00025840,estudiante,Zona 1,true,,UPDATE,30632
TC-00025844,estudiante,Zona 4,true,,INSERT,24882
TC-00025854,trabajador,Zona 8,true,,INSERT,5001
TC-00025862,estudiante,Mixco,true,,UPDATE,25334
TC-00025872,,,false,2026-06-26 12:11:00,DELETE,17934
TC-00025873,adulto_mayor,Zona 17,true,,UPDATE,16368
TC-00025874,estudiante,Zona 17,true,,UPDATE,10595
TC-00025875,trabajador,Zona 13,true,,UPDATE,5390
TC-00025886,trabajador,Zona 6,true,,INSERT,21447
TC-00025889,trabajador,San Miguel Petapa,true,,INSERT,12424
TC-00025894,adulto_mayor,Zona 13,true,,UPDATE,13498
TC-00025902,estudiante,Zona 17,true,,INSERT,14012
TC-00025906,estudiante,Zona 12,true,,UPDATE,14156
TC-00025908,trabajador,Zona 8,true,,UPDATE,14373
TC-00025910,estudiante,Zona 18,true,,INSERT,26416
TC-00025912,,,false,2026-06-25 17:17:00,DELETE,17179
TC-00025914,trabajador,Zona 18,true,,INSERT,17353
TC-00025918,estudiante,Zona 12,true,,UPDATE,27951
TC-00025919,estudiante,Zona 13,true,,UPDATE,4389
TC-00025921,adulto_mayor,Zona 9,true,,UPDATE,14997
TC-00025922,trabajador,San Miguel Petapa,true,,UPDATE,16453
TC-00025929,estudiante,Zona 11,true,,UPDATE,15069
TC-00025930,trabajador,Zona 4,true,,UPDATE,6540
TC-00025932,adulto_mayor,Zona 9,true,,UPDATE,25257
TC-00025933,trabajador,Mixco,true,,UPDATE,11500
TC-00025936,trabajador,Zona 17,true,,INSERT,22218
TC-00025937,trabajador,Santa Catarina Pinula,true,,INSERT,25584
TC-00025941,adulto_mayor,Zona 13,true,,UPDATE,22525
TC-00025945,,,false,2026-06-08 17:26:00,DELETE,5456
TC-00025946,trabajador,Zona 12,true,,UPDATE,12724
TC-00025949,general,Zona 8,true,,UPDATE,1632
TC-00025954,,,false,2026-06-23 05:29:00,DELETE,15822
TC-00025959,adulto_mayor,Mixco,true,,UPDATE,5097
TC-00025965,general,San Miguel Petapa,true,,UPDATE,9538
TC-00025982,general,Mixco,true,,UPDATE,8749
TC-00025986,general,Zona 17,true,,UPDATE,29301
TC-00025988,trabajador,Zona 4,true,,INSERT,29700
TC-00025991,,,false,2026-06-18 10:58:00,DELETE,12382
TC-00025992,,,false,2026-06-17 03:42:00,DELETE,11659
TC-00025994,trabajador,Zona 12,true,,INSERT,9045
TC-00025995,estudiante,Zona 17,true,,UPDATE,16164
TC-00026003,adulto_mayor,Zona 17,true,,UPDATE,12848
TC-00026010,estudiante,Zona 11,true,,UPDATE,16456
TC-00026011,adulto_mayor,Zona 17,true,,INSERT,21526
TC-00026013,trabajador,Zona 8,true,,UPDATE,10249
TC-00026015,,,false,2026-07-13 09:19:00,DELETE,29667
TC-00026022,trabajador,San Miguel Petapa,true,,INSERT,28395
TC-00026025,estudiante,San Miguel Petapa,true,,UPDATE,290
TC-00026033,estudiante,Zona 17,true,,UPDATE,14257
TC-00026035,trabajador,Zona 17,true,,INSERT,17274
TC-00026036,,,false,2026-06-28 12:03:00,DELETE,19293
TC-00026038,general,San Miguel Petapa,true,,UPDATE,8766
TC-00026039,trabajador,Zona 6,true,,INSERT,30555
TC-00026040,adulto_mayor,Zona 6,true,,UPDATE,5089
TC-00026042,trabajador,Villa Nueva,true,,INSERT,16793
TC-00026044,general,Zona 13,true,,UPDATE,6000
TC-00026046,trabajador,Zona 12,true,,INSERT,20836
TC-00026047,,,false,2026-06-07 16:35:00,DELETE,4798
TC-00026048,adulto_mayor,Mixco,true,,UPDATE,13504
TC-00026050,general,San Miguel Petapa,true,,UPDATE,15041
TC-00026054,estudiante,Santa Catarina Pinula,true,,UPDATE,15780
TC-00026059,general,Zona 9,true,,UPDATE,15533
TC-00026065,general,Zona 12,true,,UPDATE,18475
TC-00026066,trabajador,San Miguel Petapa,true,,INSERT,6405
TC-00026068,trabajador,San Miguel Petapa,true,,UPDATE,19755
TC-00026070,estudiante,Zona 4,true,,INSERT,24878
TC-00026071,estudiante,Zona 6,true,,UPDATE,11977
TC-00026082,adulto_mayor,Santa Catarina Pinula,false,2026-06-20 18:54:00,DELETE,13781
TC-00026084,estudiante,Mixco,true,,UPDATE,19746
TC-00026086,general,Zona 17,true,,UPDATE,1069
TC-00026092,general,Zona 10,true,,UPDATE,19136
TC-00026102,general,Zona 1,true,,INSERT,22771
TC-00026109,trabajador,Zona 17,true,,UPDATE,14312
TC-00026113,general,Zona 17,true,,INSERT,23475
TC-00026117,adulto_mayor,Zona 8,true,,UPDATE,28079
TC-00026125,adulto_mayor,Zona 17,true,,UPDATE,24747
TC-00026131,trabajador,Mixco,true,,INSERT,27609
TC-00026136,adulto_mayor,Villa Nueva,true,,UPDATE,10676
TC-00026140,trabajador,Zona 1,true,,UPDATE,28550
TC-00026143,trabajador,Zona 6,true,,INSERT,12595
TC-00026144,general,Zona 10,true,,UPDATE,27362
TC-00026154,estudiante,Zona 17,true,,UPDATE,9332
TC-00026159,,,false,2026-07-15 06:56:00,DELETE,30988
TC-00026160,,,false,2026-07-08 08:51:00,DELETE,26134
TC-00026164,,,false,2026-06-21 17:42:00,DELETE,14457
TC-00026177,adulto_mayor,Mixco,true,,UPDATE,25887
TC-00026180,adulto_mayor,Zona 7,true,,UPDATE,27192
TC-00026181,trabajador,Santa Catarina Pinula,false,2026-06-24 11:37:00,DELETE,16508
TC-00026190,estudiante,Zona 1,true,,UPDATE,16871
TC-00026196,adulto_mayor,Zona 9,true,,UPDATE,4510
TC-00026197,general,Santa Catarina Pinula,true,,UPDATE,12222
TC-00026200,trabajador,Zona 6,true,,INSERT,23545
TC-00026201,trabajador,Zona 12,true,,UPDATE,12769
TC-00026202,estudiante,Zona 13,true,,UPDATE,8055
TC-00026205,general,Zona 8,true,,UPDATE,20476
TC-00026210,trabajador,Zona 13,true,,INSERT,23503
TC-00026214,adulto_mayor,Zona 7,true,,UPDATE,19781
TC-00026218,estudiante,Zona 7,true,,UPDATE,16913
TC-00026220,trabajador,Zona 13,false,2026-06-06 00:19:00,DELETE,4133
TC-00026224,adulto_mayor,Zona 11,true,,INSERT,14541
TC-00026226,adulto_mayor,Zona 4,true,,UPDATE,26553
TC-00026231,,,false,2026-06-01 22:55:00,DELETE,627
TC-00026238,trabajador,Santa Catarina Pinula,true,,UPDATE,9336
TC-00026240,general,Zona 4,true,,INSERT,22932
TC-00026246,,,false,2026-07-10 08:39:00,DELETE,27520
TC-00026252,general,Zona 9,true,,INSERT,29740
TC-00026261,trabajador,Zona 11,true,,UPDATE,17652
TC-00026265,general,Zona 7,true,,UPDATE,25209
TC-00026266,trabajador,Zona 13,true,,INSERT,10388
TC-00026268,,,false,2026-06-23 17:40:00,DELETE,15841
TC-00026270,general,Zona 1,false,2026-07-14 00:45:00,DELETE,30283
TC-00026273,trabajador,San Miguel Petapa,true,,UPDATE,27935
TC-00026278,trabajador,Zona 18,true,,INSERT,4269
TC-00026285,,,false,2026-06-01 08:49:00,DELETE,621
TC-00026288,trabajador,Zona 18,true,,INSERT,11864
TC-00026291,general,Zona 1,true,,UPDATE,17628
TC-00026300,estudiante,Zona 7,true,,UPDATE,18418
TC-00026304,adulto_mayor,Zona 13,true,,INSERT,22242
TC-00026311,general,Zona 9,true,,UPDATE,7936
TC-00026314,trabajador,Zona 9,true,,INSERT,22784
TC-00026320,general,Mixco,true,,INSERT,30366
TC-00026323,general,Mixco,true,,UPDATE,26805
TC-00026325,estudiante,Zona 7,true,,INSERT,21585
TC-00026328,,,false,2026-06-27 17:40:00,DELETE,18626
TC-00026336,estudiante,San Miguel Petapa,true,,UPDATE,16374
TC-00026338,estudiante,Zona 13,true,,INSERT,4928
TC-00026340,estudiante,Zona 18,true,,UPDATE,17690
TC-00026348,trabajador,Zona 7,true,,INSERT,30590
TC-00026352,adulto_mayor,Zona 10,true,,UPDATE,14292
TC-00026353,general,Zona 7,true,,UPDATE,17024
TC-00026357,trabajador,Zona 12,true,,UPDATE,18937
TC-00026360,trabajador,Zona 7,true,,INSERT,18730
TC-00026361,,,false,2026-06-13 02:31:00,DELETE,8914
TC-00026365,estudiante,San Miguel Petapa,true,,UPDATE,12794
